	organism	tem_range
18352	Bacillus pumilus Meyer and Gottheil 1901	mesophilic
18353	Bacillus pumilus Meyer and Gottheil 1901	mesophilic
18354	Bacillus simplex Priest et al. 1989 emend. Heyrman et al. 2005	mesophilic
18355	Bacillus sonorensis Palmisano et al. 2001	mesophilic
18356	Bacillus sp.	mesophilic
18357	Bacillus sp.	mesophilic
18358	Bacillus sp.	mesophilic
18359	Bacillus sp.	mesophilic
18360	Bacillus sp.	mesophilic
18361	Bacillus sp.	mesophilic
18362	Bacillus sp.	mesophilic
18363	Bacillus sp.	mesophilic
18364	Bacillus sp.	mesophilic
18365	Bacillus sp.	mesophilic
18366	Bacillus sp.	mesophilic
18367	Bacillus sp.	mesophilic
18368	Bacillus sp.	mesophilic
18369	Bacillus sp.	mesophilic
18370	Bacillus sp.	mesophilic
18371	Bacillus sp.	mesophilic
18372	Bacillus subtilis (Ehrenberg 1835) Cohn 1872	mesophilic
18373	Bacillus subtilis (Ehrenberg 1835) Cohn 1872	mesophilic
18374	Bacillus subtilis (Ehrenberg 1835) Cohn 1872	mesophilic
18375	Bacillus subtilis (Ehrenberg 1835) Cohn 1872	mesophilic
18376	Blastococcus sp.	mesophilic
18377	Bradyrhizobium sp.	mesophilic
18378	Bradyrhizobium sp.	mesophilic
18379	Brevibacillus sp.	mesophilic
18380	Brevibacterium sp.	mesophilic
18381	Brevundimonas sp.	mesophilic
18382	Brevundimonas sp.	mesophilic
18383	Brevundimonas sp.	mesophilic
18384	Brevundimonas sp.	mesophilic
18385	Brevundimonas sp.	mesophilic
18386	Burkholderia sp.	mesophilic
18387	Caulobacter sp.	mesophilic
18388	Caulobacter sp.	mesophilic
18389	Caulobacter sp.	mesophilic
18390	Caulobacter sp.	mesophilic
18391	Caulobacter sp.	mesophilic
18392	Chryseobacterium sp.	mesophilic
18393	Chryseobacterium sp.	mesophilic
18394	Chryseobacterium sp.	mesophilic
18395	Chryseobacterium sp.	mesophilic
18396	Chryseobacterium sp.	mesophilic
18397	Chryseobacterium sp.	mesophilic
18398	Cellulomonas sp.	mesophilic
18399	Cellulomonas sp.	mesophilic
18400	Cellulomonas sp.	mesophilic
18401	Cellulomonas sp.	mesophilic
18402	Cellulomonas sp.	mesophilic
18403	Chelatococcus caeni Jin et al. 2015	mesophilic
18404	Corynebacterium crudilactis Zimmermann et al. 2016	mesophilic
18405	Deinococcus sp.	mesophilic
18406	Clostridium paraputrificum (Bienstock 1906) Snyder 1936	mesophilic
18407	Clostridium sp.	mesophilic
18408	Clostridium sp.	mesophilic
18409	Cupriavidus sp.	mesophilic
18410	Curtobacterium sp.	mesophilic
18411	Curtobacterium sp.	mesophilic
18412	Curtobacterium sp.	mesophilic
18413	Devosia sp.	mesophilic
18414	Devosia sp.	mesophilic
18415	Devosia sp.	mesophilic
18416	Devosia sp.	mesophilic
18417	Devosia sp.	mesophilic
18418	Devosia sp.	mesophilic
18419	Erwinia sp.	mesophilic
18420	Exiguobacterium sp.	mesophilic
18421	Exiguobacterium sp.	mesophilic
18422	Desulfovibrio sp.	mesophilic
18423	Duganella sp.	mesophilic
18424	Duganella sp.	mesophilic
18425	Duganella sp.	mesophilic
18426	Duganella sp.	mesophilic
18427	Duganella sp.	mesophilic
18428	Dyella japonica Xie and Yokota 2005	mesophilic
18429	unclassified	mesophilic
18430	Enterobacter sp.	mesophilic
18431	Erwinia amylovora (Burrill 1882) Winslow et al. 1920 emend. Hauben et al. 1998	mesophilic
18432	Escherichia coli (Migula 1895) Castellani and Chalmers 1919	mesophilic
18433	Escherichia coli (Migula 1895) Castellani and Chalmers 1919	mesophilic
18434	Eubacterium sp.	mesophilic
18435	Flavobacterium sp.	mesophilic
18436	Flavobacterium sp.	mesophilic
18437	Flavobacterium sp.	mesophilic
18438	Flavobacterium sp.	mesophilic
18439	Flavobacterium sp.	mesophilic
18440	Flavobacterium sp.	mesophilic
18441	Frankia alni (Woronin 1866) Von Tubeuf 1895	mesophilic
18442	Frankia casuarinae Nouioui et al. 2016	mesophilic
18443	Frankia elaeagni Nouioui et al. 2016	mesophilic
18444	Hydrogenophaga sp.	mesophilic
18445	Geodermatophilus sp.	mesophilic
18446	Hafnia alvei Moller 1954	mesophilic
18447	Klebsiella pneumoniae (Schroeter 1886) Trevisan 1887	mesophilic
18448	Klebsiella pneumoniae (Schroeter 1886) Trevisan 1887	mesophilic
18449	Klebsiella pneumoniae (Schroeter 1886) Trevisan 1887	mesophilic
18450	Klebsiella pneumoniae (Schroeter 1886) Trevisan 1887	mesophilic
18451	Leifsonia sp.	mesophilic
18452	Leifsonia sp.	mesophilic
18453	Leifsonia sp.	mesophilic
18454	Leifsonia sp.	mesophilic
18455	Leifsonia sp.	mesophilic
18456	Leifsonia sp.	mesophilic
18457	Leifsonia sp.	mesophilic
18458	Listeria monocytogenes (Murray et al. 1926) Pirie 1940	mesophilic
18459	Lysobacter sp.	mesophilic
18460	Lysobacter sp.	mesophilic
18461	Lysobacter sp.	mesophilic
18462	Lysobacter sp.	mesophilic
18463	Lysobacter sp.	mesophilic
18464	Lysobacter sp.	mesophilic
18465	Lysobacter sp.	mesophilic
18466	Lysobacter sp.	mesophilic
18467	Lysobacter sp.	mesophilic
18468	Marinilabilia salmonicolor (Veldkamp 1961) Nakagawa and Yamasato 1996 emend. Suzuki et al. 1999	mesophilic
18469	Marmoricola sp.	mesophilic
18470	Mesorhizobium sp.	mesophilic
18471	Methylophilus sp.	mesophilic
18472	Methylophilus sp.	mesophilic
18473	Methylophilus sp.	mesophilic
18474	Methanosaeta harundinacea Ma et al. 2006	mesophilic
18475	Methylobacterium radiotolerans (Ito and Iizuka 1971) Green and Bousfield 1983	mesophilic
18476	Methylobacterium radiotolerans (Ito and Iizuka 1971) Green and Bousfield 1983	mesophilic
18477	Methylobacterium rhodesianum Green et al. 1988 emend. Kato et al. 2008	mesophilic
18478	Methylobacterium sp.	mesophilic
18479	Methylobacterium sp.	mesophilic
18480	Methylobacterium sp.	mesophilic
18481	Methylobacterium sp.	mesophilic
18482	Methylobacterium sp.	mesophilic
18483	Methylobacterium sp.	mesophilic
18484	Methylobacterium sp.	mesophilic
18485	Methylobacterium sp.	mesophilic
18486	Methylobacterium sp.	mesophilic
18487	Methylobacterium sp.	mesophilic
18488	Methylobacterium sp.	mesophilic
18489	Methylobacterium sp.	mesophilic
18490	Methylobacterium sp.	mesophilic
18491	Methylobacterium sp.	mesophilic
18492	Methylobacterium sp.	mesophilic
18493	Methylobacterium sp.	mesophilic
18494	Methylobacterium sp.	mesophilic
18495	Methylobacterium sp.	mesophilic
18496	Methylobacterium sp.	mesophilic
18497	Methylobacterium sp.	mesophilic
18498	Methylobacterium sp.	mesophilic
18499	Methylobacterium sp.	mesophilic
18500	Methylobacterium sp.	mesophilic
18501	Methylobacterium sp.	mesophilic
18502	Methylobacterium sp.	mesophilic
18503	Methylobacterium sp.	mesophilic
18504	Methylobacterium sp.	mesophilic
18505	Methylobacterium sp.	mesophilic
18506	Methylobacterium sp.	mesophilic
18507	Methylobacterium sp.	mesophilic
18508	Methylobacterium sp.	mesophilic
18509	Microbacterium sp.	mesophilic
18510	Microbacterium sp.	mesophilic
18511	Microbacterium sp.	mesophilic
18512	Microbacterium sp.	mesophilic
18513	Microbacterium sp.	mesophilic
18514	Microbacterium sp.	mesophilic
18515	Microbacterium sp.	mesophilic
18516	Microbacterium sp.	mesophilic
18517	Microbacterium sp.	mesophilic
18518	Microbacterium sp.	mesophilic
18519	Microbacterium sp.	mesophilic
18520	Microbacterium sp.	mesophilic
18521	Microbacterium sp.	mesophilic
18522	Microbacterium sp.	mesophilic
18523	Microbacterium sp.	mesophilic
18524	Microbacterium sp.	mesophilic
18525	Microbacterium sp.	mesophilic
18526	Microbacterium sp.	mesophilic
18527	Microbacterium sp.	mesophilic
18528	Microbacterium sp.	mesophilic
18529	Microbacterium sp.	mesophilic
18530	Microbacterium sp.	mesophilic
18531	Micrococcus luteus (Schroeter 1872) Cohn 1872 emend. Wieser et al. 2002	mesophilic
18532	Micrococcus luteus (Schroeter 1872) Cohn 1872 emend. Wieser et al. 2002	mesophilic
18533	Micrococcus luteus (Schroeter 1872) Cohn 1872 emend. Wieser et al. 2002	mesophilic
18534	Micrococcus luteus (Schroeter 1872) Cohn 1872 emend. Wieser et al. 2002	mesophilic
18535	Micrococcus luteus (Schroeter 1872) Cohn 1872 emend. Wieser et al. 2002	mesophilic
18536	Micrococcus luteus (Schroeter 1872) Cohn 1872 emend. Wieser et al. 2002	mesophilic
18537	Micromonospora yasonensis Veyisoglu et al. 2017	mesophilic
18538	Micromonospora luteifusca Carro et al. 2017	mesophilic
18539	Moraxella sp.	mesophilic
18540	Morganella morganii  subsp. morganii (Winslow et al. 1919) Fulton 1943	mesophilic
18541	Mycobacterium houstonense Schinsky et al. 2004	mesophilic
18542	Mycobacterium sp.	mesophilic
18543	Mycobacterium sp.	mesophilic
18544	Mycobacterium sp.	mesophilic
18545	Mycobacterium sp.	mesophilic
18546	Nocardia globerula (Gray 1928) Waksman and Henrici 1948	mesophilic
18547	Pectobacterium carotovorum (Jones 1901) Waldee 1945 emend. Hauben et al. 1998 emend. Gardan et al. 2003	mesophilic
18548	Nocardia sp.	mesophilic
18549	Nocardia sp.	mesophilic
18550	Nocardioides sp.	mesophilic
18551	Nocardioides sp.	mesophilic
18552	Nocardioides sp.	mesophilic
18553	Nocardioides sp.	mesophilic
18554	Nocardioides sp.	mesophilic
18555	Nocardioides sp.	mesophilic
18556	Nocardioides sp.	mesophilic
18557	Nocardioides sp.	mesophilic
18558	Nocardioides sp.	mesophilic
18559	Nocardioides sp.	mesophilic
18560	Nocardioides sp.	mesophilic
18561	Nocardioides sp.	mesophilic
18562	Nocardioides sp.	mesophilic
18563	Nocardioides sp.	mesophilic
18564	Nocardioides sp.	mesophilic
18565	Nocardioides sp.	mesophilic
18566	Nocardioides sp.	mesophilic
18567	Nocardiopsis alkaliphila Hozzein et al. 2004	mesophilic
18568	Nocardiopsis sp.	mesophilic
18569	Oceanobacillus sp.	mesophilic
18570	Ochrobactrum sp.	mesophilic
18571	Paenibacillus sp.	mesophilic
18572	Paenibacillus sp.	mesophilic
18573	Paenibacillus sp.	mesophilic
18574	Paenibacillus sp.	mesophilic
18575	Paenibacillus sp.	mesophilic
18576	Paenibacillus sp.	mesophilic
18577	Paenibacillus sp.	mesophilic
18578	Paenibacillus sp.	mesophilic
18579	Paenibacillus sp.	mesophilic
18580	Paenibacillus sp.	mesophilic
18581	Pandoraea norimbergensis (Wittke et al. 1998) Coenye et al. 2000	mesophilic
18582	Pedobacter sp.	mesophilic
18583	Pedobacter sp.	mesophilic
18584	Pedobacter sp.	mesophilic
18585	Pedobacter sp.	mesophilic
18586	Pedobacter sp.	mesophilic
18587	Pedobacter sp.	mesophilic
18588	Pedobacter sp.	mesophilic
18589	Phenylobacterium immobile Lingens et al. 1985	mesophilic
18590	Plantibacter sp.	mesophilic
18591	Plantibacter sp.	mesophilic
18592	Plantibacter sp.	mesophilic
18593	Pseudomonas mendocina Palleroni 1970	mesophilic
18594	Pseudomonas migulae Verhille et al. 1999	mesophilic
18595	Proteus mirabilis Hauser 1885	mesophilic
18596	Proteus mirabilis Hauser 1885	mesophilic
18597	Proteus vulgaris Hauser 1885	mesophilic
18598	Pseudomonas aeruginosa (Schroeter 1872) Migula 1900	mesophilic
18599	Pseudomonas aeruginosa (Schroeter 1872) Migula 1900	mesophilic
18600	Pseudomonas aeruginosa (Schroeter 1872) Migula 1900	mesophilic
18601	Pseudomonas aeruginosa (Schroeter 1872) Migula 1900	mesophilic
18602	Pseudomonas aeruginosa (Schroeter 1872) Migula 1900	mesophilic
18603	Pseudomonas aeruginosa (Schroeter 1872) Migula 1900	mesophilic
18604	Pseudomonas chlororaphis (Guignard and Sauvageau 1894) Bergey et al. 1930 emend. Peix et al. 2007	mesophilic
18605	Pseudomonas putida (Trevisan 1889) Migula 1895	mesophilic
18606	Pseudomonas sp.	mesophilic
18607	Pseudomonas sp.	mesophilic
18608	Pseudomonas sp.	mesophilic
18609	Pseudomonas versuta See-Too et al. 2017	mesophilic
18610	Pseudomonas sp.	mesophilic
18611	Pseudomonas sp.	mesophilic
18612	Pseudomonas sp.	mesophilic
18613	Pseudomonas sp.	mesophilic
18614	Pseudomonas sp.	mesophilic
18615	Pseudomonas sp.	mesophilic
18616	Pseudomonas sp.	mesophilic
18617	Pseudomonas sp.	mesophilic
18618	Pseudomonas sp.	mesophilic
18619	Pseudomonas sp.	mesophilic
18620	Pseudomonas sp.	mesophilic
18621	Pseudomonas sp.	mesophilic
18622	Pseudomonas sp.	mesophilic
18623	Pseudomonas sp.	mesophilic
18624	Pseudomonas sp.	mesophilic
18625	Pseudomonas sp.	mesophilic
18626	Pseudomonas sp.	mesophilic
18627	Pseudomonas sp.	mesophilic
18628	Pseudomonas sp.	mesophilic
18629	Pseudomonas stutzeri (Lehmann and Neumann 1896) Sijderius 1946	mesophilic
18630	Pseudoxanthomonas sp.	mesophilic
18631	Pseudoxanthomonas sp.	mesophilic
18632	Simiduia curdlanivorans Park et al. 2014	mesophilic
18633	Rhodococcus erythropolis (Gray and Thornton 1928) Goodfellow and Alderson 1979	mesophilic
18634	Rhodococcus rhodochrous (Zopf 1891) Tsukamura 1974 emend. Rainey et al. 1995	mesophilic
18635	Rhodococcus sp.	mesophilic
18636	Rhodococcus sp.	mesophilic
18637	Rhodococcus sp.	mesophilic
18638	Rhodococcus sp.	mesophilic
18639	Rhodococcus sp.	mesophilic
18640	Rhodococcus sp.	mesophilic
18641	Serratia fonticola Gavini et al. 1979 emend. K&auml;mpfer and Glaeser 2015	mesophilic
18642	Serratia fonticola Gavini et al. 1979 emend. K&auml;mpfer and Glaeser 2015	mesophilic
18643	Serratia liquefaciens (Grimes and Hennerty 1931) Bascomb et al. 1971	mesophilic
18644	Serratia marcescens Bizio 1823	mesophilic
18645	Salmonella enterica  subsp. enterica (ex Kauffmann and Edwards 1952) Le Minor and Popoff 1987	mesophilic
18646	Salmonella enterica  subsp. enterica (ex Kauffmann and Edwards 1952) Le Minor and Popoff 1987	mesophilic
18647	Salmonella enterica  subsp. enterica (ex Kauffmann and Edwards 1952) Le Minor and Popoff 1987	mesophilic
18648	Salmonella enterica  subsp. enterica (ex Kauffmann and Edwards 1952) Le Minor and Popoff 1987	mesophilic
18649	Salmonella enterica  subsp. enterica (ex Kauffmann and Edwards 1952) Le Minor and Popoff 1987	mesophilic
18650	Sanguibacter inulinus Pascual et al. 1996	mesophilic
18651	Sanguibacter sp.	mesophilic
18652	Shigella dysenteriae (Shiga 1898) Castellani and Chalmers 1919	mesophilic
18653	Sphingomonas sp.	mesophilic
18654	Sphingomonas sp.	mesophilic
18655	Sphingomonas sp.	mesophilic
18656	Sphingomonas sp.	mesophilic
18657	Sphingomonas sp.	mesophilic
18658	Sphingomonas sp.	mesophilic
18659	Sphingomonas sp.	mesophilic
18660	Sphingomonas sp.	mesophilic
18661	Sphingomonas sp.	mesophilic
18662	Sphingomonas sp.	mesophilic
18663	Sphingomonas sp.	mesophilic
18664	Sphingomonas sp.	mesophilic
18665	Sphingomonas sp.	mesophilic
18666	Sphingomonas sp.	mesophilic
18667	Sphingomonas sp.	mesophilic
18668	Sphingomonas sp.	mesophilic
18669	Sphingomonas sp.	mesophilic
18670	Sphingomonas sp.	mesophilic
18671	Sphingomonas sp.	mesophilic
18672	Sphingomonas sp.	mesophilic
18673	Sphingomonas sp.	mesophilic
18674	Sphingomonas sp.	mesophilic
18675	Sphingomonas sp.	mesophilic
18676	Sphingomonas sp.	mesophilic
18677	Sphingomonas sp.	mesophilic
18678	Sphingomonas sp.	mesophilic
18679	Sphingomonas sp.	mesophilic
18680	Sphingomonas sp.	mesophilic
18681	Sphingomonas sp.	mesophilic
18682	Sphingomonas sp.	mesophilic
18683	Sphingomonas sp.	mesophilic
18684	Sphingomonas sp.	mesophilic
18685	Sphingomonas sp.	mesophilic
18686	Sphingomonas sp.	mesophilic
18687	Sphingomonas sp.	mesophilic
18688	Sphingomonas sp.	mesophilic
18689	Sphingomonas sp.	mesophilic
18690	Sphingomonas sp.	mesophilic
18691	Sphingomonas sp.	mesophilic
18692	Sphingomonas sp.	mesophilic
18693	Sphingomonas sp.	mesophilic
18694	Sphingomonas sp.	mesophilic
18695	Sphingomonas sp.	mesophilic
18696	Sphingomonas sp.	mesophilic
18697	Staphylococcus aureus Rosenbach 1884	mesophilic
18698	Staphylococcus aureus  subsp. aureus Rosenbach 1884	mesophilic
18699	Staphylococcus aureus  subsp. aureus Rosenbach 1884	mesophilic
18700	Staphylococcus aureus  subsp. aureus Rosenbach 1884	mesophilic
18701	Staphylococcus aureus  subsp. aureus Rosenbach 1884	mesophilic
18702	Stenotrophomonas maltophilia (Hugh 1981) Palleroni and Bradbury 1993	mesophilic
18703	Stenotrophomonas sp.	mesophilic
18704	Streptococcus pneumoniae (Klein 1884) Chester 1901	mesophilic
18705	Streptomyces reticuli	mesophilic
18706	Streptomyces kronopolitis Liu et al. 2016	mesophilic
18707	Streptomyces sp.	mesophilic
18708	Streptomyces sp.	mesophilic
18709	Streptomyces sp.	mesophilic
18710	Streptomyces sp.	mesophilic
18711	Streptomyces sp.	mesophilic
18712	Streptomyces sp.	mesophilic
18713	Streptomyces sp.	mesophilic
18714	Streptomyces sp.	mesophilic
18715	Streptomyces sp.	mesophilic
18716	Streptomyces sp.	mesophilic
18717	Vibrio sonorensis Gonz&aacute;lez-Castillo et al. 2017	mesophilic
18718	Terrabacter sp.	mesophilic
18719	Terrabacter sp.	mesophilic
18720	Terrabacter sp.	mesophilic
18721	Terrabacter sp.	mesophilic
18722	Thermobifida alba (Locci et al. 1967) Zhang et al. 1998	mesophilic
18723	unclassified bacterium	mesophilic
18724	unclassified bacterium	mesophilic
18725	unclassified	mesophilic
18726	unclassified bacterium	mesophilic
18727	Acuticoccus yangtzensis Hou et al. 2017	mesophilic
18728	unclassified bacterium	mesophilic
18729	unclassified	mesophilic
18730	unclassified	mesophilic
18731	unclassified	mesophilic
18732	unclassified bacterium	mesophilic
18733	unclassified	mesophilic
18734	unclassified	mesophilic
18735	Verrucosispora sonchi Ma et al. 2016	mesophilic
18736	Micromonospora terminaliae Kaewkla et al. 2017	mesophilic
18737	unclassified	mesophilic
18738	unclassified bacterium	mesophilic
18739	unclassified bacterium	mesophilic
18740	unclassified	mesophilic
18741	unclassified	mesophilic
18742	unclassified	mesophilic
18743	unclassified	mesophilic
18744	unclassified bacterium	mesophilic
18745	Streptomyces muensis Ningthoujam et al. 2014 emend. Wink et al. 2017	mesophilic
18746	unclassified bacterium	mesophilic
18747	Variovorax sp.	mesophilic
18748	Variovorax sp.	mesophilic
18749	Variovorax sp.	mesophilic
18750	Variovorax sp.	mesophilic
18751	Variovorax sp.	mesophilic
18752	Variovorax sp.	mesophilic
18753	Anaeromassilibacillus senegalensis Guilhot et al. 2016	mesophilic
18754	Williamsia sp.	mesophilic
18755	Xanthomonas sp.	mesophilic
18756	Xanthomonas sp.	mesophilic
18757	Xanthomonas sp.	mesophilic
18758	Zoogloea resiniphila Mohn et al. 1999	mesophilic
18759	Loktanella agnita Ivanova et al. 2005	mesophilic
18760	Lamprobacter modestohalophilus Gorlenko et al. 1988	mesophilic
18761	Nitrosomonas communis Koops et al. 2001	mesophilic
18762	Nitrosomonas eutropha Koops et al. 2001	mesophilic
18763	Nitrosomonas nitrosa Koops et al. 2001	mesophilic
18764	Nitrosospira multiformis (Watson et al. 1971) Head et al. 1995	mesophilic
18765	Porphyromonas circumdentaria Love et al. 1992	mesophilic
18766	Pseudomonas geniculata (Wright 1895) Chester 1901	mesophilic
18767	Roseomonas mucosa Han et al. 2003 emend. S&aacute;nchez-Porro et al. 2009	mesophilic
18768	Sebaldella termitidis (Sebald 1962) Collins and Shah 1986	mesophilic
18769	Halomonas sp.	mesophilic
18770	Sphingopyxis sp.	mesophilic
18771	Sphingopyxis sp.	mesophilic
18772	Sphingopyxis sp.	mesophilic
18773	Frigoribacterium sp.	mesophilic
18774	Frigoribacterium sp.	mesophilic
18775	Frigoribacterium sp.	mesophilic
18776	Frigoribacterium sp.	mesophilic
18777	Frigoribacterium sp.	mesophilic
18778	Frigoribacterium sp.	mesophilic
18779	Frigoribacterium sp.	mesophilic
18780	Frigoribacterium sp.	mesophilic
18781	Bosea sp.	mesophilic
18782	Bosea sp.	mesophilic
18783	Bosea sp.	mesophilic
18784	Bosea sp.	mesophilic
18785	Actinobaculum massiliense Greub and Raoult 2006	mesophilic
18786	Kitasatospora sp.	mesophilic
18787	Kitasatospora sp.	mesophilic
18788	Janibacter sp.	mesophilic
18789	Zoogloea sp.	mesophilic
18790	Phenylobacterium sp.	mesophilic
18791	Phenylobacterium sp.	mesophilic
18792	Phenylobacterium sp.	mesophilic
18793	Phenylobacterium sp.	mesophilic
18794	Sulfurovum sp.	mesophilic
18795	Paenibacillus humicus Vaz-Moreira et al. 2007	mesophilic
18796	Lewinella marina Khan et al. 2007	mesophilic
18797	Lewinella lutea Khan et al. 2007	mesophilic
